frn,provider_id,holding_company
0027336676,380153,"Zion Broadband, Inc."
0027343177,380012,"Andrena, Inc."
0027343813,390121,"The Butler Rural Electric Cooperative Association, Inc."
0027344498,360119,Hankins Information Technology
0027345693,490064,Midwest Fiber Holdings LP
0027353192,400105,Orange County REMC
0027354836,390044,Gibson Electric Membership Corporation
0027359264,510006,"Coblentz Technology, LLC"
0027362102,410153,Craighead Elecric Cooperative Corporation
0027364959,390046,"Great Lakes Energy Connections, Inc."
0027366459,420103,"Quick Copper Communications, LLC"
0027379676,440199,East Central Vermont Telecommunications District
0027382639,410067,Meriwether Lewis Electric Cooperative
0027382969,380136,"Upcasa Technology Services, LLC"
0027383199,380094,"NumberBarn, LLC"
0027385558,370079,"Nuvisions Solutions, LLC"
0027386465,400118,South Central Indiana Rural Electric Membership Corporation
0027404383,380010,Alternate Network Technologies Inc.
0027408657,400012,Countrymen Communications Inc.
0027415710,390034,"Eastern Carolina Broadband, LLC"
0027424647,450140,Zoho Corporation
0027424779,420068,"Kesseltech, Inc."
0027430503,400129,"WIRED Telcom, LLC"
0027443225,370164,"Fiber Connect, LLC."
0027443548,420031,"Data Integrity Services, Inc."
0027457381,410174,Cloud 9 Wireless LLC
0027458835,410145,Natural G.C. Inc.
0027467448,380108,"Ring-U, LLC"
0027468172,420079,"Midwest Dial Tone, LLC"
0027468826,400102,"Otsego Electric Cooperative, Inc."
0027473495,430144,MYITCREW Inc.
0027476175,470111,"River City Wireless, Inc."
0027485630,400037,Rural Gig LLC
0027510734,440180,"TTM Communications, Inc."
0027511344,450114,"Secured Virtual IT, Inc."
0027511815,460104,"Kiza, Inc."
0027522408,400103,Oklahoma Electric Cooperative
0027535764,400008,Chisholm Broadband
0027547504,380039,"Esparto Broadband, Inc."
0027555267,390055,"International Networks & Communications, LLC"
0027555978,390058,"Junction Cloud Connections, Inc."
0027563071,380137,VoIP Portland
0027576503,390157,"yondoo Broadband, LLC"
0027589688,390052,Indianola Municipal Utilities
0027593144,390115,"Tadiran Telecom, Inc."
0027599778,420126,"Teknagy, LLC"
0027611367,470044,Jasper County Rural Electric Membership Corporation
0027619246,390054,"Integrity Computers, Inc."
0027621176,390131,"VoiceCo Networks, Inc."
0027626464,430178,"Tier Two Communications, LLC"
0027630540,390005,"Advantage IT Management, Inc."
0027636323,480097,"USWIFI, LLC"
0027638212,410083,Red Arrow Technologies LLC
0027642537,390037,ElliCom Inc.
0027642784,380069,Liberty Broadband LLC
0027648443,400062,"AM Exclusive Business Machines, Inc."
0027655422,420094,Patriot Cable System LLC
0027662048,390033,Delta High Speed Internet
0027663160,130967,OACYS Technology
0027669977,460092,"WeLink Communications, Inc."
0027674704,390038,"ETB Services, Inc."
0027675255,510047,"Telecommunications Unlimited, Inc."
0027677814,130311,"Colorado Valley Telephone Cooperative, Inc."
0027694736,390067,Locality Networks Inc.
0027696293,400128,"Voiptel Providers, Inc."
0027696541,390014,BlueCloud Communications LLC
0027713205,390085,"PD Fiber, LLC"
0027722503,400076,"Decker Technology Consultants, LLC"
0027729458,390132,"VoIP International, LLC"
0027729573,390018,Central Virginia Electric Cooperative
0027731652,490065,PC-Outlet Inc.
0027737261,390069,"Maven IT, Inc."
0027738798,131486,Wilkes Telephone Membership Corporation
0027739515,400104,"One Call Telecom, LLC"
0027746965,410087,"Savage Consulting, Inc."
0027756949,190188,Hudson Valley Wireless
0027757293,130795,Court Square Capital Partners
0027761279,380034,"Consolidated Electric Cooperative, Inc."
0027762251,380087,"Networx Technologies, LLC"
0027763937,420163,Zero2 Wireless
0027765866,420167,Digital Technology Solutions Inc.
0027768563,380178,"MidwayNet, LLC"
0027784222,400117,"Sonictel, Inc."
0027785880,380079,"Mike Gunther Industries, Inc."
0027793074,131445,"Wabash Telephone Cooperative, Inc."
0027810050,410185,East Central Oklahoma Electric Cooperative
0027815794,410008,Arkansas Valley Electric Cooperative Corporation
0027817238,380150,WiSpan Internet LLC
0027820828,380077,AeroFlight Internet
0027822840,380063,JTN Communications
0027832633,420135,Tri-County Rural Electric Cooperative
0027834803,470090,"Zach Rodgers, LLC"
0027843333,400094,Mecklenburg Electric Cooperative
0027846104,290111,"Viasat, Inc."
0027848720,480117,The Chickasaw Nation
0027852722,460677,Dish Network Corporation
0027858448,410191,"Zoom Voice Communications, Inc."
0027863109,390121,"The Butler Rural Electric Cooperative Association, Inc."
0027869122,440032,"ExpressNet Technologies, Inc."
0027876382,380070,"LightGig Communications, LLC"
0027876390,380014,"Ascent Broadband, LLC"
0027882281,390025,CMPLTE Inc.
0027909688,510081,Synogen Solutions LLC
0027924034,380107,RTA of America
0027924521,400034,Outernet Broadband LLC
0027930288,410100,Tennessee Telecommunications Company
0027931070,510034,"One Call Communications, Inc."
0027932664,420116,Skypacket Networks Inc.
0027933050,440081,Content+Cloud Corporation
0027934751,430140,"Losh Communications, Inc."
0027936434,390021,City of Mont Belvieu
0027939842,440057,"MNX Solutions, LLC"
0027950096,390012,Bennett Computers LLC
0027970110,380162,"Lake Country Internet, LLC"
0027979095,440138,GreatWave Communications
0027980184,131486,Wilkes Telephone Membership Corporation
0027983063,410037,Express WISP LLC
0027986405,390031,"Crazy Communications, LLC"
0027989458,380028,Cobalt Ridge LLC
0027990688,420080,MS Wifi Zone
0027995869,420029,Current Inc.
0028000966,390024,"Cloud Compliance Solutions, Inc."
0028008738,420150,Wavelength LLC
0028011450,400070,"Charger Access, LLC"
0028039238,400124,"Titan Technologies, LLC"
0028048510,500041,"Quantum Telecom, Inc."
0028048908,400101,"NUSO, LLC"
0028052397,420023,"ClearFuze Networks, Inc."
0028052983,390133,"VOWtel, LLC"
0028056869,400126,"Verge Voip, LLC"
0028072346,150313,"Sacred Wind Enterprises, Inc."
0028073088,400113,"RyTel, LLC"
0028078327,440049,Lang Company
0028093110,430106,"Brick Technology Group, LLC"
0028093219,440015,"C&S Communications, LLC"
0028096147,130690,"Atlas Connectivity, LLC"
0028107282,410115,White Cloud Communications US LLC
0028114247,460551,Intelligent Network and Communication Systems
0028116416,430219,TriTech Wireless LLC
0028129054,430079,"Susquehanna Broadband, LLC"
0028129872,400089,"KPInterface, Inc."
0028131696,390015,"Bluegrass Fiber, LLC"
0028135085,420175,Central Connect LLC
0028145480,400029,"Lockridge Networks, LLC"
0028150647,410088,"ServiceTitan, Inc."
0028155927,480079,"Quantum PC Services, LLC"
0028158202,430155,"Rubix Voice Communications, LLC"
0028160588,430185,Angeles Enterprises
0028161230,410165,"Optimal Home Solutions, LLC"
0028162154,470137,"Juvo Technologies, LLC"
0028167187,460047,"Kaniksu, LLC"
0028172427,410167,"Russell Communications, LLC"
0028173862,430010,Bayfield Wireless
0028187326,450104,Prysm Corporation
0028190262,440051,Lowery Corporation
0028202844,410018,City of Fort Collins
0028208148,190408,BCM One Holding
0028212173,480095,Triotech Corporation
0028223717,400066,"Blue Ridge Cloud, LLC"
0028243186,400016,"Fiber Wave, LLC"
0028244887,390113,SWIFT Services LLC
0028249613,500062,ATCOM Inc.
0028257129,500026,Haywire
0028260883,390057,IT Works LLC
0028261543,130036,"Alhambra-Grantfork Communications, Inc."
0028278133,410063,Luminate Fiber LLC
0028285047,400109,"Redd Fox, LLC"
0028299766,390048,"Hawk Networks, Inc."
0028299816,131413,"Windstream Holdings, Inc."
0028307619,450017,"Bay Business Edge, LLC"
0028311876,131413,"Windstream Holdings, Inc."
0028340545,400044,"SVE Connect, LLC"
0028341600,420084,"Nola Broadband, Inc."
0028345437,400072,Cloud Service Networks Inc.
0028351286,460525,"CommandLink, LLC"
0028373298,400091,"Localloop, Inc."
0028382729,400017,Gila Broadband LLC
0028394047,410081,PULSAR360 Corp.
0028396885,410066,Meeker Cooperative Light & Power Association
0028416626,400115,Simple Fiber Communications LLC
0028423002,440054,"Medx Solutions, Inc."
0028431088,440106,"Vidal Communication Services, Inc."
0028437812,400083,"Forked Deer Electric Cooperative, Inc."
0028437978,410089,"SIP2020, LLC"
0028440600,280040,"Ooma, Inc."
0028441038,400065,"Blu Space, Inc."
0028448488,390062,Krms Products LLC
0028450591,420139,Us New Era Internet Corp.
0028454478,410046,Hunter Carrier Services LLC
0028456028,400080,Exabar LLC
0028458727,400090,"Lighthouse IT, Inc."
0028465102,440075,"Rogers Technology Solutions, LLC"
0028499457,430073,Silver Rapid LLC
0028499796,420021,City of Loveland
0028501369,400095,MetroConnect LLC
0028504900,470117,South Bay Internet
0028505725,390152,Wireless Broadband Solutions Inc.
0028523280,480012,"Blue Ridge Internet, LLC"
0028528867,420129,"Thrive Broadband, LLC"
0028543437,410027,Crowsnest Broadband LLC
0028544229,390142,Barger Creek LLC
0028556983,410062,Conder Enterprises LLC
0028562221,500037,"N Touch Tel.com, Inc."
0028569010,350116,"Whittrio, Inc."
0028570588,440109,"Wide Voice, LLC"
0028574499,420137,Foursight Communications LLC
0028578672,400025,JackRabbit Wireless LLC
0028582336,360043,Invisalink Wireless
0028587335,420097,Pulsar America Inc.
0028615789,410124,"Gecko Telecom, LLC"
0028617330,410131,318 HighSpeed LLC
0028622082,410069,National Communications Inc.
0028625077,400006,"Carbon Valley Internet, LLC"
0028631455,510054,"Vonix, LLC"
0028647428,460028,Elevate Technology Group
0028651701,480065,"NW Technologies Group, Inc."
0028652824,410105,True VoIP Corp.
0028663961,460084,Uber Wireless LLP
0028667897,410101,"Time Technology, Inc."
0028675171,450067,"LisbonCreek Systems, LLC"
0028688471,400032,Mono Broadband
0028701076,410014,Breen Duo LLC
0028703932,400015,Faster Cajun LLC
0028705697,430172,VOIP59 LLC
0028709962,410031,DigitalC
0028718468,400053,"Unlimited Net Partners, LLC"
0028719698,420073,"Little Miami Gig, LLC"
0028725901,460502,"A/R Consulting, Inc."
0028727733,410060,LightSpar LLC
0028728285,420018,Choice Communications LLC
0028731156,460018,Chicopee Municipal Lighting Plant
0028736767,480011,"BlackPoint IT Services, Inc."
0028739167,430151,RDI Corporation
0028750859,430044,"HRcom, Inc."
0028751543,400021,"Heritage Broadband, LLC"
0028755304,420104,"Rage Technologies, Inc."
0028761724,420108,"Rino'S-IP, LLC"
0028763233,410070,"Network Computing Solutions, LLC"
0028768463,430209,Rimrock Wireless
0028771566,400027,"Kayenta Technologies, LLC"
0028772036,400055,Willard Communications LLC
0028772382,420147,Vinton Municipal Communications Utility
0028774750,400047,Tipmont Rural Electric Membership Corporation
0028787315,430137,"Kumo Cloud Solutions, Inc."
0028804839,430047,"Kinect Communications, LLC"
0028809184,410160,CNS Internet Services
0028817815,440017,City of Hillsboro
0028829810,420132,"Tophat Communications, LLC"
0028836179,430132,"It's IT, LLC"
0028837896,430023,"Communications Unlimited, Inc."
0028844066,430163,"Think VoIP Services, LLC"
0028844892,500050,"Twilio, Inc."
0028844975,440040,"IMPACT Technology Group, Inc."
0028860609,410068,"Mtech Solutions, LLC"
0028868248,420048,Gateway Fiber Holdings LLC
0028886216,220079,Blue Mountain Networks LLC
0028909596,410155,Lakeland Internet
0028915064,420011,"Blue Communications, LLC"
0028945525,450127,TurnDial LLC
0028951788,420006,"B&B Networks, Inc."
0028956738,131486,Wilkes Telephone Membership Corporation
0028957306,340070,"Point Broadband Fiber Holding, LLC"
0028961795,410058,Lake Linx Inc.
0028970093,490062,Vision Wifi Inc.
0028972685,400028,"Kentucky Wireless, LLC"
0028986941,440035,Genesis System Enterprises Corporation
0028987147,430124,"Filippo Justice, Inc."
0028990836,410180,"Zeta Broadband, Inc."
0028990927,410082,"PulseOne Communications, LLC"
0028991412,450138,"Xentric Solutions, Inc."
0028992642,400010,"City of Marshall, Michigan"
0028992659,420077,Matthijssen Business Communications LLC
0029006558,460507,"Aline Phone Systems, LLC"
0029020799,450174,Wyyerd Group LLC
0029022050,420149,"WaTech Computer Services, Inc."
0029045192,480035,"Enertron, LLC"
0029046562,410090,Siyeh Communications
0029049061,430131,"Host My Sip, LLC"
0029061314,400094,Mecklenburg Electric Cooperative
0029062494,440149,Lyme Fiber LLC
0029084134,420142,VCP Solutions Inc.
0029103363,410183,"Bluegrass Broadband, LLC"
0029118007,430167,"UniVoxx, LLC"
0029121837,420035,DowdSystems Administration LLC
0029122199,430146,Nexus VoIP LLC
0029141850,420152,Westechs Communications LLC
0029148806,440058,"MSEC Communications, LLC"
0029149101,420030,"D'Ambrosio Consulting, LLC"
0029151354,460082,"Town of Estes Park, Colorado"
0029154457,410103,"Treehouse Broadband, LLC"
0029167046,430142,Medtel Communications LLC
0029174810,420027,"Critical Links, LLC"
0029174828,440167,Ridge Tower Network LLC
0029180288,410064,Martek Wireless LLC
0029189131,420028,"Cumberland Connect, LLC"
0029189842,460046,Jicarilla Apache Nation Power Authority
0029190295,430156,"RVM Communications, LLC"
0029192812,440071,QualityIP LLC
0029215985,420057,High Performance Computer Services LLC
0029217023,440052,"M Tech Consulting, LLC"
0029218039,430211,SMB Technologies LLC
0029221694,430123,Fond du Lac Band of Lake Superior Chippewa
0029237369,410114,Vyve Broadband Investments (GTCR)
0029238219,420138,Unicom Telecom Inc.
0029239688,460536,"Diverse Power, Inc."
0029241007,430085,"TNT-WIFI, LLC"
0029244829,131486,Wilkes Telephone Membership Corporation
0029257151,480046,"Grand Rapids Connected, Inc."
0029261443,370078,Northwest Ohio Broadband LLC
0029282795,420045,"FIF AireBeam, LLC"
0029285103,280011,"James Bouse Enterprises, LLC"
0029286465,420089,"One Click Computers, LLC"
0029292448,440144,Horizon Broadband LLC.
0029298262,430052,"MCEC Fiber, Inc."
0029307774,420144,"Vercom Systems, Inc."
0029309135,450077,McEnroe Voice and Data Corporation
0029315363,480061,"Netvantage, Inc."
0029325644,420040,ENC Access Investments LLC
0029332327,420181,Newaygo County Regional Educational Service Agency
0029336047,470059,Pittsburgh Computer Solutions Inc.
0029339538,430169,"VDT, LLC"
0029362944,470118,Innercity Fibernet LLC
0029367299,420059,"Hub66, Inc."
0029387420,440179,Ts Network
0029391083,440074,"Ringfree Communications, Inc."
0029393691,420113,"Sentrics Holdings, LLC"
0029404605,420052,Grace Networks LLC
0029405016,420072,"Legado Systems, LLC"
0029435583,460591,Reddot Networks Inc.
0029447992,430111,"Cleod9 Business Technologies, Inc."
0029463478,430013,"Black Pearl Holdings, LLC"
0029484490,460045,"iZones, LLC"
0029491339,430026,"Satellite Center, LLC"
0029493277,440095,"Telewire, Inc."
0029493863,420141,"UVXC, LLC"
0029494382,450099,"Pendleton Overground, LLC"
0029494465,440131,"CPT Network Solutions, Inc."
0029502309,440048,"Kilpatrick IT Solutions, LLC"
0029513256,300092,"Mission Valley Communications, LLC"
0029523131,500022,"For2Fi, Inc."
0029524576,470077,"That's Consumer IT, LLC"
0029531852,440029,ElektraFi LLC
0029536596,510065,"Cosmo Network Solutions, LLC"
0029537164,460037,HarvestBeam Inc.
0029537800,380065,KGI Communications LLC
0029549771,470070,"SOM1101, LLC"
0029550639,430182,805VoIP LLC
0029563863,420046,"The Computer Guys, LLC"
0029570694,450158,Nevada County Fiber Inc.
0029575362,450177,"Stroud Media, LLC"
0029580693,440096,"Telligens Technologies, LLC"
0029581857,430090,"U.S. Electric & Communications, LLC"
0029593969,470112,Fuse Telecom LLC
0029595170,430176,"Wisper ISP, Inc."
0029597531,440087,Stratus Telecom LLC
0029603271,470002,AllComm LLC
0029608536,430122,EZ Connect Inc.
0029610300,420101,Prologic Technology Services LLC
0029615358,500027,Hill Country Broadband Inc.
0029618782,430207,"Network Coverage, LLC"
0029626009,130258,Frontier Communications Corporation
0029636545,410164,Mason County Public Utility District No. 3
0029639267,410159,"Airwave Networks, LLC"
0029639515,510078,IPTech LLC
0029643574,430009,"Aztec Sound and Communications, Inc."
0029655289,430021,Coast Electric Power Association
0029663226,450119,"Southwest Arkansas Electric Cooperative, Inc."
0029663697,460040,Hoopa Valley Public Utilities District
0029666625,430028,Delta Electric Power Association
0029666989,430086,Tombigbee Electric Power Association
0029667342,430019,EV Holdings 1 LLC
0029670247,440102,"Tri-County Electric Cooperative, Inc."
0029677945,420020,City of Anacortes
0029679099,500023,"Fuse Rural Connect, LLC"
0029680824,450128,Ultranet LLC
0029682317,440086,"Strategic Technology, Inc."
0029683711,430011,"Beacon Broadband, Inc."
0029687035,430056,"M-Pulse Fiber, LLC"
0029688389,430051,"Lynches River Communications, Inc."
0029689346,430063,North East Fiber LLC
0029689585,480037,Farmer Electric Cooperative Corporation
0029693223,430204,Lake Bruin Wireless LLC
0029698008,430200,IntelliComp Technologies Corporation
0029702768,450106,"Rapid Wireless, LLC"
0029713260,450060,Johnson County Rural Electric Membership Cooperative
0029721511,430114,"Conexon Connect, LLC"
0029724242,430174,"TEO Communications, Inc."
0029731742,430030,East Mississippi Electric Power Association
0029731932,430127,Glacier Network Inc.
0029733268,450026,Central Rural Electric Cooperative
0029739653,440083,"SoCal Computer Guys, LLC"
0029744430,131416,"Varcomm Holdings, Inc."
0029746377,390124,Tri-County Electric Membership Corporation
0029746781,420034,"Digivoice, LLC"
0029757390,440155,Natchez Trace Electric Power Association
0029764370,390167,ZiTEL LLC
0029765211,420173,"Northwest Fiber, LLC"
0029765310,130201,Carnegie Telephone Company
0029766169,440122,Canadian Valley Electric Cooperative
0029771011,430119,Dove Communications Inc.
0029774775,430179,County of Orangeburg
0029779642,420017,Central Alabama Electric Cooperative
0029787314,420058,EV Holdings
0029787611,460616,The Foerster Project LLC
0029790151,440079,"Shammam Consulting Services, Inc."
0029791175,420004,AmigoNet
0029794377,420125,"Taluslink, LLC"
0029800133,440103,"Unified Global Solutions, LLC"
0029812534,430157,"Seminole Office Solutions, Inc."
0029816170,430034,"Force Broadband, LLC"
0029818481,420012,"Blue Sky Wireless, LLC"
0029819646,450141,Bare Telecom LLC
0029822541,430109,Centric Infrastructure Group LLC
0029827813,390080,Fiberwave
0029837549,440009,"Automated Network Solutions, Inc."
0029846417,420148,Vocalcom LLC
0029863321,440043,"Jackson Electric Cooperative, Inc."
0029867777,420124,Tallahatchie Valley Internet Services
0029883048,430202,"Jackson Broadband, Inc."
0029887346,430150,"Pure Voice Solutions, LLC"
0029887668,430084,"Time2Market Cloud Services, LLC"
0029895513,430033,Alcorn County Electric Power Association
0029900370,420069,"KL Broadband, Inc."
0029903051,470119,Deerfield Valley Communications Union District
0029912276,430110,"Clay County Connect, Inc."
0029913472,420133,Town of Islesboro
0029916301,430193,"D and B Broadband, LLC"
0029916798,430099,"Z3N, LLC"
0029918406,430061,Nexus Air Fiber LLC
0029933728,420099,"Precision Technology, LLC"
0029943826,420074,"Lost Creek Wireless, LLC"
0029945094,420178,Comptinet
0029948478,460582,Optic Loop Communications LLC
0029959772,440124,Central Florida Broadband
0029973344,440061,"Nex Gen Telecom, Inc."
0029975398,460592,RedRoverIT LLC
0029986148,450081,Nates Access LLC
0029990769,440157,New Hampton Municipal Utilities
0030000723,370115,"Netafy, Inc."
0030013304,460055,New England Wireless Co. LLC
0030013494,430165,"United Business Technologies, Inc."
0030013718,450028,"City of Pella, Iowa"
0030015846,410188,"HiCountryNet, LLC"
0030016687,390092,TELUS Corporation
0030019798,480033,"EchoNet Wireless Puerto Rico, LLC"
0030036941,440100,"Total IT, Inc."
0030042766,420036,"DSI Management Holdings, LLC"
0030045421,450033,CMW Wireless
0030057525,430032,Evolve Network Solutions  LLC
0030069231,430232,South East Wireless LLC
0030070833,440033,"EZ-TEK, LLC"
0030070858,440204,Tel-Star Communications of Florida Inc.
0030078414,490030,Los Altos Hills Community Fiber
0030082077,430022,"COMHOME Network Solutions, LLC"
0030085823,440175,"SysTec Wireless Communications, LLC"
0030094510,440108,VoIP Office LLC
0030109854,450044,"Eminent Technical Solutions, LLC"
0030110761,450109,"RiverNet, LLC"
0030112031,430065,PCs for People
0030114268,440028,DTS Technology Group
0030116248,460625,Vickery IT LLC
0030123624,430045,"Inland Premier IT Solutions, Inc."
0030123715,430094,VR3Cloud International LLC
0030123905,440084,"Softrim, LLC"
0030124051,430091,"Vistitude Computer Solutions, Inc."
0030129126,470089,Wireless Technology Solutions LLC
0030140917,440117,"Bartlett Electric Cooperative, Inc."
0030146906,460081,Thumb Electric Cooperative
0030147474,440099,Tishomingo County Electric Power Association
0030154462,430002,"Aircall.io, Inc."
0030171383,440063,Northcentral Electric Cooperative
0030180053,450132,"VoiceLogix, LLC"
0030185524,430072,Sabio Limited
0030198535,440126,Choptank Electric Cooperative
0030203129,420117,Smyth Technology Group Inc.
0030204002,430027,"Data Day Consulting, Inc."
0030204085,440190,FIF Utah LLC
0030208268,430067,RCG Telecommunications Services LLC
0030209019,450031,Clearly IP Inc.
0030209084,440034,"GeekBox IT, LLC"
0030216774,440133,Duke Broadband Inc.
0030216907,460614,Telephone Equipment Service Corp.
0030224232,460007,Backcountry Broadband
0030230379,480104,"Volt Broadband, LLC"
0030231872,430016,"C & T Technologies, LLC"
0030233928,440163,Ouachita Electric Cooperative/South Arkansas Telephone Company
0030241269,500064,"Gigafy, LLC"
0030243364,440027,"DE Fastlink, LLC"
0030246433,440008,"Aurora Communications Technology, Inc."
0030246607,470031,"Fite IT, Inc."
0030253967,460523,"Cloud Choice Voice, Inc."
0030254932,190233,"Hilliary Communications, LLC"
0030255285,420168,GoNetworkPR Inc.
0030257232,430042,"Helio Broadband, LLC"
0030258826,500076,"Radcom Technologies, Inc."
0030264329,460586,Priority Communication Services
0030264402,460021,Coosa Valley Electric Cooperative
0030268569,430055,MORnet Communications
0030272017,430199,"InNet Connections, Inc."
0030272496,460009,"Black Dragon Networks, LLC"
0030278840,460068,Prentiss County Electric Power Association
0030279178,380110,Roanoke Electric Membership Corp.
0030279467,470020,Computer Geeks LLC
0030286702,480022,"Claverack Communications, Inc."
0030289649,450169,First Electric Cooperative Corporation
0030289698,460080,TEPA Connect LLC
0030289946,440004,"4-County Fiber, LLC"
0030291793,131518,"Yelcot Holding Group, Inc."
0030293906,440129,Contivio.com Corporation
0030294060,440088,Stratys UC LLC
0030294201,430053,"MGB Systems, Inc."
0030294474,510059,Go2Uno LLC
0030295398,500077,"Binary Ventures, Inc."
0030297899,450011,"All-Access Infotech, LLC"
0030298954,440151,Mifflin County Wireless
0030302210,140030,Fail Telecommunication Corporation
0030311567,460005,"Aspire Networks 1, LLC"
0030311591,480102,"Voitex, LLC"
0030313001,440007,"Advantage IT Services, LLC"
0030335913,440068,"Paragon IT, LLC"
0030335988,440056,"MISWITCH Communications, LLC"
0030336697,440135,Fusion Networks
0030360580,440134,"Estherville Communications, LLC"
0030367197,370008,Affinity Technology Solutions LLC
0030368393,480007,"Anthem Technology, LLC"
0030369110,470140,Tele Cubed LLC
0030373153,460064,Pearl River Valley Electric Power Association
0030373211,450038,Cookson Hills Electric Cooperative
0030373278,450063,Kosciusko Rural Electric Membership Cooperative 
0030374227,450100,Petit Jean Electric Cooperative Corp.
0030392997,430074,Skynet Wireless
0030393599,440026,"Davissa Telephone Systems, Inc."
0030398721,450057,"Iron Grid Networks, LLC"
0030405633,470019,Compudile Inc.
0030409056,430035,"Foster Communications, LLC"
0030415541,460549,"Integrated Communications, Inc."
0030435416,430071,Orange County Broadband Authority
0030450696,430100,"Zavala Communications, LLC"
0030462204,460557,JWEMC Communications LLC
0030482947,440012,"Beowulf Technologies, LLC"
0030487334,510000,"1 Point Networks, Inc."
0030487532,430046,"Juxto, LLC"
0030489579,440023,"Computer C & C, Inc."
0030490155,131043,"Pinpoint Holdings, Inc."
0030498653,450124,The Telephone Company LLC
0030499453,430006,"Atron Solutions, LLC"
0030512396,450101,"PGB Fiber, LLC"
0030517692,430078,"STS Broadband, LLC"
0030524706,450048,"FiberFly, LLC"
0030533236,440197,"Simple Fiber, LLC"
0030546659,430082,"Texas Rural Internet, LLC"
0030583389,440030,"ERC Broadband, LLC"
0030587729,430037,"Further Reach, Inc."
0030610885,430001,"Acrospire Networks, LLC"
0030611107,460612,"TCG VoIP, LLC"
0030615496,470033,"Foritas, Inc."
0030627327,450073,"LSL Telecom, Inc."
0030635023,440020,"CNWR, Inc."
0030637284,470123,Digital Future LLC
0030640361,430088,iSpeed Broadband LLC
0030640494,480092,"TotalBC, Inc."
0030640700,430036,FOX IS LLP
0030641484,430005,Atherton Fiber LLC
0030649933,430080,Tarin Strategies LLC
0030654859,460567,"M2 Communications, Inc."
0030658926,490006,"Arbor Mesh, LLC"
0030667760,430237,G&B Networks Solutions Inc.
0030668040,470100,ImagEze Inc.
0030668214,470124,"Merit Technology Consultants, LLC"
0030680243,440174,Streamline LLC
0030683908,450012,"Altitude ISP, LLC"
0030691893,450009,"Accounting Systems, Inc."
0030692420,470079,Ubinet Corp
0030694046,430014,"BlueNet Communications, LLC"
0030698526,250032,"Crexendo, Inc."
0030702146,480057,Masters Telecom LLC
0030704316,440019,"CM3 Building Solutions, Inc."
0030715577,470049,Madrone Broadband
0030716849,460637,"AaroBand, Inc."
0030722276,190280,"Optivon, LLC"
0030730113,450040,"CTN Group, Inc."
0030738892,510005,"Clear Live, LLC"
0030753883,480016,C5G LLC
0030753966,460087,UnWired Broadband Holding LLC
0030758817,460088,Uprise LLC
0030787097,430198,I.H.M. Eagle Corp.
0030787717,440150,"Lynx WV, Inc."
0030804611,320047,"Greenlight Networks, LLC"
0030862387,440038,Hickory Computer LLC
0030862767,460091,Webiffi
0030873103,450007,"9Stone, LLC"
0030874325,440177,Thing5 LLC
0030874986,440158,"Nexline Communications, LLC"
0030883490,500065,"Hyperion Managed Services, LLC"
0030897920,430234,World Connections PR
0030900039,440132,Cullman Electric Cooperative
0030917983,480119,AM Communication Labs Inc.
0030922595,460604,"SBE Networks, Inc."
0030923726,440154,Motiva Networks
0030923940,460013,Blue Wireless Corp.
0030924070,430186,ALE-NET Inc.
0030927032,430226,Dualnet Inc.
0030928329,460100,Carthage Water and Electric Plant
0030928766,450029,"Clear Creek Broadband, LLC"
0030931703,500081,Spectra International Holdings LLC
0030944185,470026,"Dental Medical Automation, Inc."
0030953244,470052,"MFWireless, LLC"
0030956668,490027,"IT Manage Services, LLC"
0030957120,460535,"DirecTech Connect, Inc."
0030957765,450053,"Hummel Holdings, Inc."
0030984454,460070,Real Link Network LLC
0030986228,440183,"Vicinity Solutions, Inc."
0031001332,440137,Grayson Data Services LLC
0031005374,480038,First Choice Cloud Solutions
0031034713,430233,"WiFast, LLC"
0031040249,440142,Hasser Enterprises LLC
0031047772,440119,BDA Wireless LLC
0031063183,460595,Ringover Inc.
0031082035,450137,"Wildix, Inc."
0031100837,460603,Sapir 18 Inc.
0031101082,450157,Jerry Hall Inc.
0031102353,450148,Rapid Wire Communications LLC
0031109457,500066,Comtelus Inc.
0031119274,470080,"UltraWISP, LLC"
0031128614,450145,SCB Global Ltd
0031129299,450098,"PCI, Inc."
0031129364,440193,iWi Communications
0031130958,450064,"LaZerArt, Inc."
0031158090,450113,SDC Internet
0031165848,470097,Cheap Geeks IT Consulting
0031170368,460572,"Midwest PROTECH, LLC"
0031191778,460522,ClearPath Fiber LLC
0031202948,440140,"Halls Quality Communications, LLC"
0031240617,450082,Navasota WiFi
0031241540,460596,Riverside Broadband
0031253677,440148,Long Range Network
0031259971,440123,Carolina Airlink LLC
0031267610,440172,"Sprocket Networks, Inc."
0031272677,440112,"Advantage Voice & Data, LLC"
0031280522,470106,"VoIPCO, Inc."
0031280605,460062,"Osage, LLC"
0031283492,460629,"Wyant, Inc."
0031284516,510087,"Carrier Solutions, LLC"
0031291123,450103,"Procomm Online, Inc."
0031295132,510088,"Dialsource, Inc."
0031295595,450152,Third Hatch Inc.
0031297971,440170,Silo Communications
0031300080,460555,IT Assurance LLC
0031300965,450167,"ACS Technologies Group, Inc."
0031302953,450042,"Dyna Ring, LLC"
0031303704,470103,Mazteck IT
0031303795,480013,"Bridge Communications, LLC"
0031303837,480004,"Advanced Technology Solutions, Inc."
0031304405,470022,Connect Holding II LLC
